ITB_No,Ln_ITM_ID,Bundle_ID,CBS_1,CBS_2,CBS_3,CBS_4,CBS_5, Budget_at_Completion ,Overhead,Profit ,Budget_plus_Fee,Submitted_ActualCosts_LTD_without_fees,Submitted_ActualCosts_LTD_Overhead,Submitted_ActualCosts_LTD_Fee,Submitted_ActualCosts_LTD_with_fees,Certified_ActualCosts_LTD_without_fees,Certified_ActualCosts_LTD_Overhead,Certified_ActualCosts_LTD_Fee,Certified_ActualCosts_LTD_with_fees,Variance_LTD,Variance_Current_Submission,Total Variance,Variance_at_Completion,Estimate_at_Completion,Estimate_to_Complete,Cost_Type,Submitted_ Actual_Cost,Submitted_ Accrual_Cost,Submitted_Cost_Total (Actual),Submitted_1_FC,Submitted_2_FC,Submitted_3_FC,Submitted_FC_Total,Certified_Actual_Cost,Certified_Accrual_Cost,Certified_Cost_Total,Certified_1_FC,Certified_2_FC,Certified_3_FC,Certified_FC_Total,LTD_Certified_ with_Current_AFP
ITB_SAN_02,LN_000193,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000008,CBS_000014,CBS_000049,"$306,517.01","$44,562.64","$40,723.65","$384,069.11",,,,"$183,181.39",,,,"$162,511.23",,,$0.00,,"$379,499.85","$239,575.29",Labour,$0.00,$0.00,$0.00,"$18,900.00","$17,235.08","$16,411.59","$51,399.77",$0.00,$0.00,$0.00,"$20,436.22","$17,127.46","$16,733.82","$54,808.78","$214,582.02"
ITB_SAN_02,LN_000194,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000008,CBS_000009,CBS_000035,"$164,091.76","$25,208.24","$20,378.41","$203,343.59",,,,$0.00,,,,$0.00,,,$0.00,,"$213,532.44","$219,627.50",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000195,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000008,CBS_000009,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"$57,092.64",,,,"$35,487.66",,,$0.00,,$0.00,"($38,490.00)",Direct,"$22,316.41",$0.00,"$23,371.04","$11,609.22","$11,425.85","$11,979.46","$34,131.50","$22,252.87",$0.00,"$24,041.76","$12,123.71","$11,738.63","$11,444.67","$36,156.05","$89,486.19"
ITB_SAN_02,LN_000196,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000008,CBS_000170,CBS_000035,"$25,384.28","$3,962.38","$3,347.29","$34,567.48",,,,$0.00,,,,$0.00,,,$0.00,,"$32,246.10","$32,740.27",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000197,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000008,CBS_000168,CBS_000035,"$674,204.81","$105,420.78","$83,350.86","$843,275.09",,,,"$531,031.12",,,,"$493,558.81",,,$0.00,,"$830,197.11","$336,659.71",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$526,717.82"
ITB_SAN_02,LN_000198,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000008,CBS_000168,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,"$77,765.40",$0.00,"$76,572.54",$0.00,$0.00,$0.00,$0.00,"$73,239.75",$0.00,"$76,546.51","$74,585.42"
ITB_SAN_02,LN_000199,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000171,CBS_000021,CBS_000051,"$2,489,478.20","$401,191.30","$346,135.78","$3,169,203.91",,,,"$697,181.37",,,,"$481,102.74",,,$0.00,,"$3,177,118.69","$2,747,865.46",Labour,$0.00,$0.00,$0.00,"$264,314.70","$238,048.57","$303,388.71","$802,193.10",$0.00,$0.00,$0.00,"$254,345.76","$250,981.71","$309,107.25","$783,992.69","$1,238,229.37"
ITB_SAN_02,LN_000200,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000171,CBS_000021,CBS_000035,"$683,035.81","$97,556.34","$83,913.26","$875,624.97",,,,$0.00,,,,$0.00,,,$0.00,,"$860,375.48","$812,812.74",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000201,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000171,CBS_000172,CBS_000049,$0.00,$0.00,$0.00,$0.00,,,,$794.41,,,,$781.90,,,$0.00,,$0.00,($894.28),Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$766.15
ITB_SAN_02,LN_000202,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000171,CBS_000014,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,"$116,047.04","$109,247.63","$110,270.35","$353,590.00",$0.00,$0.00,$0.00,"$124,787.87","$114,670.45","$116,363.85","$330,090.99","$355,266.11"
ITB_SAN_02,LN_000203,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000171,CBS_000014,CBS_000049,"$860,020.61","$141,894.80","$121,998.55","$1,151,383.63",,,,"$461,899.92",,,,"$309,053.61",,,$0.00,,"$1,150,493.94","$868,758.05",Labour,$0.00,$0.00,$0.00,"$85,102.19","$35,632.76","$34,122.53","$163,477.33",$0.00,$0.00,$0.00,"$81,786.79","$36,412.28","$35,349.02","$164,716.16","$449,735.07"
ITB_SAN_02,LN_000204,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000171,CBS_000170,CBS_000035,"$761,571.92","$116,679.16","$94,215.71","$984,052.15",,,,$0.00,,,,$0.00,,,$0.00,,"$958,582.52","$918,793.87",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000205,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000171,CBS_000170,CBS_000049,$0.00,$0.00,$0.00,$0.00,,,,"$27,081.97",,,,"$18,489.99",,,$0.00,,$0.00,"($21,622.27)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,997.36"
ITB_SAN_02,LN_000206,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000068,CBS_000173,CBS_000051,"$94,905.45","$14,844.60","$12,098.29","$123,619.99",,,,$0.00,,,,$0.00,,,$0.00,,"$118,584.19","$117,804.88",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000207,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000068,CBS_000021,CBS_000051,"$814,015.36","$114,516.07","$106,020.42","$1,044,924.20",,,,"$543,751.44",,,,"$433,033.27",,,$0.00,,"$1,013,972.86","$559,592.48",Labour,$0.00,$0.00,$0.00,"$61,028.08","$48,717.97","$67,348.20","$178,146.06",$0.00,$0.00,$0.00,"$65,767.71","$50,210.64","$67,702.12","$176,034.91","$594,425.77"
ITB_SAN_02,LN_000208,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000068,CBS_000014,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,"$7,056.19",,,$0.00,,$0.00,"($7,516.02)",Direct,$0.00,"($7,516.02)","($7,516.02)",$0.00,$0.00,$0.00,$0.00,$0.00,"($7,516.02)","($7,516.02)",$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000209,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000068,CBS_000014,CBS_000049,"$199,035.50","$29,881.52","$27,306.26","$253,838.84",,,,"$127,832.04",,,,"$132,499.53",,,$0.00,,"$258,805.13","$140,213.88",Labour,$0.00,$0.00,$0.00,"$28,558.09","$28,849.37","$28,591.07","$92,612.35",$0.00,$0.00,$0.00,"$30,008.61","$30,651.81","$30,282.62","$92,062.79","$206,899.72"
ITB_SAN_02,LN_000210,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000013,CBS_000174,CBS_000049,"$238,361.46","$38,467.57","$31,123.75","$313,699.42",,,,"$37,267.90",,,,"$20,754.05",,,$0.00,,"$311,547.65","$305,385.11",Labour,$0.00,$0.00,$0.00,"$47,048.51","$40,379.36","$37,972.73","$125,226.58",$0.00,$0.00,$0.00,"$47,960.36","$38,600.20","$38,377.13","$131,365.08","$151,157.57"
ITB_SAN_02,LN_000211,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000013,CBS_000175,CBS_000051,"$185,336.17","$27,240.78","$24,828.02","$231,015.78",,,,"$21,881.00",,,,$0.00,,,$0.00,,"$226,581.19","$232,255.83",Labour,$0.00,$0.00,$0.00,"$19,103.63","$19,745.62","$19,330.53","$60,608.19",$0.00,$0.00,$0.00,"$19,028.43","$20,166.83","$20,683.46","$61,897.99","$61,546.52"
ITB_SAN_02,LN_000212,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000013,CBS_000175,CBS_000035,"$2,640,822.56","$421,542.06","$344,975.64","$3,486,068.34",,,,$0.00,,,,$0.00,,,$0.00,,"$3,485,422.52","$3,418,491.12",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000213,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000013,CBS_000176,CBS_000051,"$139,276.14","$22,026.85","$18,821.39","$178,891.90",,,,"$317,945.07",,,,"$251,587.44",,,$0.00,,"$190,370.50","($68,011.06)",Labour,$0.00,$0.00,$0.00,"$57,704.23","$47,812.81","$61,907.98","$178,297.74",$0.00,$0.00,$0.00,"$56,919.34","$50,429.30","$64,216.91","$168,242.10","$420,194.07"
ITB_SAN_02,LN_000214,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000013,CBS_000014,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"$11,633.56",,,,"$15,367.11",,,$0.00,,$0.00,"($16,398.59)",Direct,"$11,549.00","($16,398.59)","($3,851.66)",$0.00,$0.00,$0.00,$0.00,"$11,527.17","($16,398.59)","($3,851.66)",$0.00,$0.00,$0.00,$0.00,"$11,655.83"
ITB_SAN_02,LN_000215,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000013,CBS_000014,CBS_000049,"$415,411.32","$61,693.72","$49,455.28","$485,509.10",,,,"$248,466.33",,,,"$183,589.43",,,$0.00,,"$507,580.46","$331,164.05",Labour,$0.00,$0.00,$0.00,"$40,011.05","$33,025.78","$30,541.23","$99,814.49",$0.00,$0.00,$0.00,"$41,610.66","$32,395.67","$31,116.12","$100,992.54","$300,368.20"
ITB_SAN_02,LN_000216,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000013,CBS_000177,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000217,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000013,CBS_000177,CBS_000049,"$186,955.02","$29,720.12","$25,034.42","$230,834.70",,,,$0.00,,,,$0.00,,,$0.00,,"$254,418.21","$238,615.52",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000218,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000013,CBS_000034,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,"$1,257,292.90",,,,"$1,272,746.55",,,$0.00,,$0.00,"($1,355,877.95)",Direct,"$1,210,863.38","($1,355,877.96)","($11,040.59)",$0.00,$0.00,$0.00,$0.00,"$1,188,304.96","($1,355,877.95)","($11,040.59)",$0.00,$0.00,$0.00,$0.00,"$1,222,652.90"
ITB_SAN_02,LN_000219,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000006,CBS_000178,CBS_000040,$0.00,$0.00,$0.00,$0.00,,,,"$211,848.63",,,,"$81,402.36",,,$0.00,,$0.00,"($87,530.06)",Direct,$0.00,"($78,799.15)","($78,799.15)","$12,085.60","$14,906.56","$15,108.46","$41,079.42",$0.00,"($78,799.17)","($78,799.17)","$12,293.82","$14,824.39","$14,357.30","$41,006.36","$47,269.97"
ITB_SAN_02,LN_000220,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000006,CBS_000178,CBS_000066,"$190,738.36","$28,807.22","$25,983.35","$233,132.07",,,,"$180,942.67",,,,"$11,656.61",,,$0.00,,"$242,489.62","$224,498.80",Labour,$0.00,$0.00,$0.00,"$146,552.31","$151,614.39","$153,249.11","$438,685.32",$0.00,$0.00,$0.00,"$146,048.43","$147,743.73","$145,596.98","$464,182.75","$458,812.40"
ITB_SAN_02,LN_000221,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000006,CBS_000178,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,"$36,681.54",,,,"$36,309.98",,,$0.00,,$0.00,"($40,075.43)",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$37,534.51"
ITB_SAN_02,LN_000222,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000006,CBS_000179,CBS_000051,"$681,779.82","$98,695.53","$87,633.26","$887,429.39",,,,"$241,139.83",,,,"$134,106.28",,,$0.00,,"$910,050.07","$729,325.20",Labour,$0.00,$0.00,$0.00,"$162,568.67","$172,155.80","$161,066.27","$475,083.55",$0.00,$0.00,$0.00,"$164,299.02","$157,778.19","$164,797.42","$504,424.40","$638,907.89"
ITB_SAN_02,LN_000223,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000006,CBS_000180,CBS_000051,"$60,572.75","$9,402.84","$7,898.18","$79,765.50",,,,$862.09,,,,$887.63,,,$0.00,,"$82,853.34","$79,648.00",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$890.02
ITB_SAN_02,LN_000224,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000006,CBS_000181,CBS_000035,"$343,747.50","$54,904.55","$45,675.45","$434,070.32",,,,$0.00,,,,$0.00,,,$0.00,,"$434,414.55","$438,577.55",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000225,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000006,CBS_000007,CBS_000035,"$95,380.37","$14,850.59","$12,676.48","$134,593.78",,,,$0.00,,,,$0.00,,,$0.00,,"$133,722.28","$129,419.68",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000226,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000006,CBS_000007,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"$509,842.23",,,,"$564,382.53",,,$0.00,,$0.00,"($599,075.04)",Direct,$646.66,"($49,951.04)","($49,231.38)","$330,192.23","$334,244.17","$354,871.54","$989,250.21",$666.09,"($49,951.04)","($49,231.38)","$331,279.63","$349,194.07","$326,881.96","$1,011,586.36","$1,562,994.45"
ITB_SAN_02,LN_000227,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000006,CBS_000007,CBS_000049,"$1,612,555.30","$258,118.93","$225,406.63","$2,153,408.82",,,,"$990,445.87",,,,"$732,905.89",,,$0.00,,"$2,144,224.89","$1,367,607.66",Labour,$0.00,$0.00,$0.00,"$223,759.43","$258,280.82","$272,430.39","$785,114.18",$0.00,$0.00,$0.00,"$224,984.92","$255,623.32","$266,072.93","$780,372.68","$1,438,665.49"
ITB_SAN_02,LN_000228,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000006,CBS_000182,CBS_000035,"$486,378.50","$79,076.75","$66,276.12","$628,146.01",,,,$0.00,,,,$0.00,,,$0.00,,"$668,333.26","$614,559.07",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000229,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000006,CBS_000182,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"$280,999.22",,,,"$249,967.23",,,$0.00,,$0.00,"($282,638.23)",Direct,$0.00,$0.00,$0.00,"$53,020.45","$108,237.94","$12,353.69","$182,062.90",$0.00,$0.00,$0.00,"$51,540.41","$113,513.97","$12,727.29","$174,625.87","$446,494.06"
ITB_SAN_02,LN_000230,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000006,CBS_000182,CBS_000049,$0.00,$0.00,$0.00,$0.00,,,,"$55,954.61",,,,$0.00,,,$0.00,,$0.00,$0.00,Labour,$0.00,$0.00,$0.00,"$96,605.18","$100,009.84","$96,923.75","$293,626.76",$0.00,$0.00,$0.00,"$102,511.58","$98,394.39","$100,410.48","$315,388.21","$306,051.85"
ITB_SAN_02,LN_000231,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000006,CBS_000183,CBS_000035,"$183,960.65","$29,901.22","$25,776.54","$255,045.89",,,,$0.00,,,,$0.00,,,$0.00,,"$254,982.10","$244,707.40",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000232,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000006,CBS_000183,CBS_000049,$0.00,$0.00,$0.00,$0.00,,,,"$26,531.72",,,,"$25,906.18",,,$0.00,,$0.00,"($28,789.44)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,578.35"
ITB_SAN_02,LN_000233,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000006,CBS_000184,CBS_000049,$0.00,$0.00,$0.00,$0.00,,,,"$28,570.79",,,,"$29,121.46",,,$0.00,,$0.00,"($31,385.52)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$27,846.31"
ITB_SAN_02,LN_000234,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000131,CBS_000051,$0.00,$0.00,$0.00,$0.00,,,,"$18,898.40",,,,"$19,295.00",,,$0.00,,$0.00,"($21,706.48)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,692.64"
ITB_SAN_02,LN_000235,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000185,CBS_000066,"$54,770.25","$7,853.59","$7,009.10","$69,060.60",,,,$0.00,,,,$0.00,,,$0.00,,"$71,892.92","$72,413.09",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000236,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000185,CBS_000035,"$59,012.43","$8,668.65","$7,309.15","$71,418.04",,,,$0.00,,,,$0.00,,,$0.00,,"$75,273.03","$71,686.26",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000237,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000186,CBS_000051,"$466,732.32","$70,614.22","$57,851.60","$565,229.81",,,,"$38,553.14",,,,"$29,981.98",,,$0.00,,"$590,481.72","$552,380.46",Labour,$0.00,$0.00,$0.00,"$27,575.95","$33,394.99","$34,616.58","$99,138.00",$0.00,$0.00,$0.00,"$26,105.99","$32,470.10","$35,230.82","$97,758.96","$122,050.00"
ITB_SAN_02,LN_000238,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000187,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000239,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000031,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$49,266.43",,,,"$40,471.43",,,$0.00,,$0.00,"($43,693.10)",Direct,"$9,556.18",$0.00,"$9,544.83","$11,239.83",$0.00,$0.00,"$11,192.34","$9,662.69",$0.00,"$9,762.86","$11,837.37",$0.00,$0.00,"$11,098.36","$62,252.52"
ITB_SAN_02,LN_000240,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000031,CBS_000051,"$471,039.86","$75,036.46","$62,681.83","$615,480.84",,,,"$251,706.67",,,,"$218,475.84",,,$0.00,,"$588,034.37","$378,301.67",Labour,$0.00,$0.00,$0.00,"$62,596.15","$59,739.19","$62,496.71","$187,623.53",$0.00,$0.00,$0.00,"$62,112.48","$61,414.36","$60,543.58","$173,163.28","$416,658.57"
ITB_SAN_02,LN_000241,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000031,CBS_000035,"$242,379.69","$36,930.94","$32,006.78","$288,767.87",,,,$0.00,,,,$0.00,,,$0.00,,"$293,516.48","$299,071.67",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000242,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000188,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$7,325.16",,,,"$7,716.92",,,$0.00,,$0.00,"($8,199.29)",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,475.21"
ITB_SAN_02,LN_000243,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000188,CBS_000051,"$610,313.77","$92,485.03","$81,881.49","$838,100.54",,,,"$247,728.67",,,,"$196,829.23",,,$0.00,,"$772,867.16","$615,807.70",Labour,$0.00,$0.00,$0.00,"$65,174.42","$69,844.96","$82,986.60","$222,690.79",$0.00,$0.00,$0.00,"$65,920.75","$66,213.53","$76,369.06","$222,481.61","$440,530.46"
ITB_SAN_02,LN_000244,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000188,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"($8,199.30)",,,,"$10,961.76",,,$0.00,,$0.00,"($12,298.94)",Direct,$0.00,"($20,498.24)","($20,498.24)",$0.00,$0.00,$0.00,$0.00,$0.00,"($20,498.23)","($20,498.23)",$0.00,$0.00,$0.00,$0.00,"($8,199.29)"
ITB_SAN_02,LN_000245,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000189,CBS_000051,"$298,665.92","$41,719.61","$39,084.53","$372,955.79",,,,"$72,102.00",,,,"$39,603.55",,,$0.00,,"$379,835.88","$344,006.62",Labour,$0.00,$0.00,$0.00,"$38,315.87","$37,951.97","$36,311.20","$116,187.51",$0.00,$0.00,$0.00,"$37,772.80","$35,285.45","$36,850.72","$114,376.12","$151,849.30"
ITB_SAN_02,LN_000246,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000190,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,"$29,459.08","$28,939.99",$0.00,$0.00,$0.00,$0.00,$0.00,"$29,436.03","$29,142.18","$27,570.13"
ITB_SAN_02,LN_000247,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000190,CBS_000051,"$392,827.54","$59,663.03","$53,217.33","$527,783.96",,,,"$80,635.10",,,,"$49,508.25",,,$0.00,,"$542,159.60","$484,551.69",Labour,$0.00,$0.00,$0.00,$0.00,"$20,151.56","$20,947.37","$40,320.06",$0.00,$0.00,$0.00,$0.00,"$21,338.74","$20,107.00","$39,824.22","$91,106.50"
ITB_SAN_02,LN_000248,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000191,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"$213,306.08",,,,"$17,350.18",,,$0.00,,$0.00,"($18,642.16)",Direct,$0.00,"$190,514.34","$202,659.69",$0.00,$0.00,$0.00,$0.00,$0.00,"$207,271.74","$204,235.08",$0.00,$0.00,$0.00,$0.00,"$221,072.85"
ITB_SAN_02,LN_000249,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000191,CBS_000049,"$401,856.97","$62,395.39","$53,366.03","$538,133.81",,,,"$212,203.10",,,,"$197,754.44",,,$0.00,,"$512,065.27","$337,267.61",Labour,$0.00,$0.00,$0.00,"$49,542.53","$49,960.64","$49,938.96","$160,933.99",$0.00,$0.00,$0.00,"$50,668.34","$52,437.21","$52,428.98","$155,112.22","$333,287.46"
ITB_SAN_02,LN_000250,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000192,CBS_000035,"$33,214.74","$4,726.07","$4,415.55","$43,165.07",,,,$0.00,,,,$0.00,,,$0.00,,"$40,736.03","$43,026.40",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000251,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000193,CBS_000035,"$283,451.40","$43,151.94","$36,582.72","$349,152.64",,,,$0.00,,,,$0.00,,,$0.00,,"$348,804.36","$358,425.22",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000252,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000193,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,"$68,200.03","$70,774.26",$0.00,$0.00,$0.00,$0.00,$0.00,"$68,745.97","$69,868.19","$72,575.73"
ITB_SAN_02,LN_000253,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000193,CBS_000049,"$459,867.26","$70,374.10","$58,212.65","$545,206.82",,,,$0.00,,,,$0.00,,,$0.00,,"$596,070.45","$576,657.89",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
